gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2710194835	320	24.29	55	314	4	273	2.0e-13	70.1	COG5504	Uncharacterized protein YjaZ	280
2710194836	590	25	6	588	10	598	5.0e-82	299	COG1164	Oligoendopeptidase F	598
2710194838	262	19.41	29	190	41	208	8.0e-14	71.1	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE	238
2710194839	237	21.11	25	218	29	201	4.0e-12	65.4	COG0412	Dienelactone hydrolase	236
2710194841	205	30.5	63	198	5	143	6.0e-25	107	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	145
2710194846	312	29.27	9	163	10	173	1.0e-21	97.5	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2710194847	124	17.7	14	122	15	123	2.0e-04	38	COG3324	Predicted enzyme related to lactoylglutathione lyase	127
2710194850	586	27.55	2	582	5	595	1.0e-87	317	COG1164	Oligoendopeptidase F	598
2710194852	215	26.77	13	198	3	187	3.0e-15	75.3	COG0572	Uridine kinase	218
2710194854	140	34.78	7	111	4	118	3.0e-16	77.8	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	145
2710194855	259	28.12	35	256	54	268	5.0e-23	101	COG5504	Uncharacterized protein YjaZ	280
2710194858	192	29.41	7	188	2	186	2.0e-23	101	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2710194859	174	44.77	2	173	4	175	3.0e-45	174	COG4502	5'(3')-deoxyribonucleotidase	180
2710194862	197	34.3	9	168	1	167	1.0e-25	109	COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	194
2710194870	297	30.95	2	291	2	291	1.0e-41	163	COG0583	DNA-binding transcriptional regulator, LysR family	297
2710194871	178	42.58	1	155	3	156	4.0e-39	154	COG1607	Acyl-CoA hydrolase	157
2710194873	456	32.9	2	448	2	459	1.0e-93	337	COG1167	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	459
2710194874	260	38.19	11	258	1	253	3.0e-62	231	COG2602	Beta-lactamase class D	254
2710194881	397	19.69	12	397	9	394	5.0e-25	109	COG2814	Predicted arabinose efflux permease, MFS family	394
2710194886	194	41.34	14	191	31	207	2.0e-38	152	COG1845	Heme/copper-type cytochrome/quinol oxidase, subunit 3	209
2710194887	651	53.24	39	606	1	566	0.0e+00	574	COG0843	Heme/copper-type cytochrome/quinol oxidase, subunit 1	566
2710194888	329	45.87	6	245	2	240	1.0e-65	243	COG1622	Heme/copper-type cytochrome/quinol oxidase, subunit 2	247
2710194890	257	33.04	134	245	2	113	7.0e-11	61.2	COG1366	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)	117
2710194894	226	31.48	1	211	1	210	1.0e-33	136	COG2102	Diphthamide synthase (EF-2-diphthine--ammonia ligase)	223
2710194895	285	17.93	15	255	23	234	4.0e-07	48.9	COG0631	Serine/threonine protein phosphatase PrpC	262
2710194896	508	66.86	1	507	1	516	0.0e+00	826	COG3634	Alkyl hydroperoxide reductase subunit AhpF	520
2710194897	187	49.47	1	184	2	188	3.0e-63	234	COG0450	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)	194
2710194899	421	14.91	29	397	32	384	1.0e-05	44.4	COG2814	Predicted arabinose efflux permease, MFS family	394
2710194900	206	24.21	1	190	1	184	1.0e-12	66.6	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2710194905	141	25.9	5	141	8	146	2.0e-12	64.8	COG3238	Uncharacterized membrane protein YdcZ, DUF606 family	150
2710194906	231	26.83	18	217	11	212	6.0e-21	94.5	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	214
2710194907	158	22.6	1	144	4	149	1.0e-10	59.1	COG3238	Uncharacterized membrane protein YdcZ, DUF606 family	150
2710194908	258	27.52	5	253	1	239	5.0e-36	144	COG0688	Phosphatidylserine decarboxylase	239
2710194910	738	71.49	8	738	7	730	0.0e+00	1188	COG0376	Catalase (peroxidase I)	730
2710194915	235	18.82	29	198	37	201	3.0e-04	39.2	COG4912	3-methyladenine DNA glycosylase AlkD	222
2710194916	108	32.71	2	107	27	130	7.0e-14	68.8	COG0251	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family	130
2710194918	277	37.41	1	273	9	286	2.0e-53	202	COG1284	Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains	289
2710194919	150	28.23	11	133	3	126	8.0e-12	63	COG1846	DNA-binding transcriptional regulator, MarR family	126
2710194920	172	22.35	1	169	10	171	5.0e-12	64.3	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	177
2710194921	202	43.23	1	183	1	192	3.0e-49	188	COG2808	Predicted FMN-binding regulatory protein PaiB	209
2710194923	162	21.3	2	160	1	167	3.0e-16	78.1	COG2318	Uncharacterized damage-inducible protein DinB (forms a four-helix bundle)	172
2710194925	189	28.42	7	184	2	182	2.0e-25	108	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2710194927	137	36.97	4	121	1	119	1.0e-23	102	COG0789	DNA-binding transcriptional regulator, MerR family	124
2710194928	346	42.82	1	345	1	339	1.0e-109	389	COG1064	D-arabinose 1-dehydrogenase, Zn-dependent alcohol dehydrogenase family	339
2710194931	125	31.09	2	118	1	112	3.0e-17	80.7	COG3795	Uncharacterized conserved protein	123
2710194932	585	52.13	1	327	1	322	6.0e-91	328	COG2376	Dihydroxyacetone kinase	323
2710194936	198	48.98	2	197	1	181	8.0e-58	216	COG2310	Stress response protein SCP2	182
2710194937	192	60.64	2	189	1	182	3.0e-63	234	COG2310	Stress response protein SCP2	182
2710194938	192	54.79	2	189	1	182	1.0e-62	232	COG2310	Stress response protein SCP2	182
2710194939	262	27.71	14	249	1	248	2.0e-37	149	COG0861	Membrane protein TerC, possibly involved in tellurium resistance	254
2710194940	402	20.75	38	380	1	283	1.0e-18	87.6	COG2301	Citrate lyase beta subunit	283
2710194943	266	21.7	42	226	21	230	1.0e-04	40.5	COG0561	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	264
2710194945	363	41.5	1	358	16	374	5.0e-80	291	COG3853	Uncharacterized conserved protein YaaN involved in tellurite resistance	386
2710194946	364	25.64	132	277	36	175	5.0e-09	55.7	COG1525	Endonuclease YncB, thermonuclease family	192
2710194947	163	35.48	1	155	5	159	9.0e-30	123	COG4894	Uncharacterized protein YxjI	159
2710194950	181	37.95	17	181	33	198	7.0e-40	157	COG5620	Uncharacterized protein	200
2710194951	425	28.47	5	425	1	432	5.0e-48	185	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	433
2710194952	319	38.57	21	313	3	287	8.0e-55	207	COG1175	ABC-type sugar transport system, permease component	295
2710194953	277	41.37	2	276	5	281	3.0e-55	208	COG0395	ABC-type glycerol-3-phosphate transport system, permease component	281
2710194956	510	25.93	2	508	2	474	1.0e-57	218	COG4753	Two-component response regulator, YesN/AraC family, consists of REC and AraC-type DNA-binding domains	475
2710194957	420	24.43	1	418	3	430	7.0e-41	161	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	433
2710194958	558	45.45	9	531	1	505	3.0e-113	402	COG0366	Glycosidase	505
2710194959	355	29.78	5	355	2	342	1.0e-49	190	COG0673	Predicted dehydrogenase	342
2710194960	376	27.99	4	368	2	342	2.0e-51	196	COG0673	Predicted dehydrogenase	342
2710194961	237	57.2	1	235	2	243	2.0e-86	311	COG4813	Trehalose utilization protein	261
2710194966	326	24.84	1	308	16	326	3.0e-25	109	COG0535	Radical SAM superfamily enzyme, MoaA/NifB/PqqE/SkfB family	347
2710194969	404	28.42	29	404	3	373	5.0e-50	191	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase	374
2710194974	397	37.07	20	390	83	456	1.0e-93	336	COG1167	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	459
2710194975	631	38.39	1	541	1	529	0.0e+00	487	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2710194980	104	33.96	19	71	6	58	2.0e-04	37.5	COG1476	DNA-binding transcriptional regulator, XRE-family HTH domain	68
2710194981	648	25	446	625	3	191	7.0e-18	86.2	COG3410	Uncharacterized protein, DUF2075 family	191
2710194985	107	40.4	1	99	1	95	3.0e-11	60	COG4997	Predicted house-cleaning noncanonical NTP pyrophosphatase, all-alpha NTP-PPase (MazG) superfamily	95
2710194986	288	27.97	6	276	11	295	9.0e-36	144	COG3440	Predicted restriction endonuclease	301
2710194987	146	37.59	7	146	5	145	4.0e-40	157	COG0735	Fe2+ or Zn2+ uptake regulation protein	145
2710194988	182	49.44	1	178	5	176	9.0e-51	193	COG2096	Cob(I)alamin adenosyltransferase	184
2710194989	316	28.66	1	316	4	324	3.0e-63	235	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	324
2710194990	154	62.99	1	154	4	157	3.0e-61	227	COG1225	Peroxiredoxin	157
2710194992	261	28.96	3	260	4	259	4.0e-34	138	COG3694	ABC-type uncharacterized transport system, permease component	260
2710194993	263	23.48	1	263	5	268	7.0e-25	107	COG4587	ABC-type uncharacterized transport system, permease component	268
2710194994	336	45.37	1	332	1	324	3.0e-95	342	COG4586	ABC-type uncharacterized transport system, ATPase component	325
2710194995	428	56.88	1	428	2	429	0.0e+00	589	COG0001	Glutamate-1-semialdehyde aminotransferase	432
2710194996	360	32.22	1	328	7	332	2.0e-53	203	COG4129	Uncharacterized membrane protein YgaE, UPF0421/DUF939 family	332
2710194997	298	54.48	21	297	9	287	9.0e-84	303	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	289
2710194998	334	48.05	1	333	1	315	2.0e-94	339	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	317
2710194999	538	38.8	1	538	2	553	8.0e-99	354	COG0747	ABC-type transport system, periplasmic component	556
2710195000	321	53.21	2	313	1	266	8.0e-110	390	COG4608	ABC-type oligopeptide transport system, ATPase component	309
2710195001	338	58.93	7	324	1	316	0.0e+00	477	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	316
2710195002	582	40.1	1	581	1	567	0.0e+00	498	COG1132	ABC-type multidrug transport system, ATPase and permease component	567
2710195003	182	69.14	7	181	1	175	2.0e-71	261	COG3557	Uncharacterized domain/protein associated with RNAses G and E	177
2710195006	247	40	1	244	3	251	3.0e-45	175	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2710195008	368	45.53	15	360	9	339	8.0e-108	383	COG1194	Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs	342
2710195010	328	31.02	1	183	1	187	8.0e-27	114	COG1988	Membrane-bound metal-dependent hydrolase YbcI, DUF457 family	190
2710195015	223	32.6	1	219	6	232	1.0e-40	160	COG0300	Short-chain dehydrogenase	265
2710195017	268	33.71	41	215	1	174	2.0e-28	119	COG2137	SOS response regulatory protein OraA/RecX, interacts with RecA	174
2710195018	301	47.14	3	299	1	293	1.0e-96	346	COG1090	NAD dependent epimerase/dehydratase family enzyme	297
2710195020	166	17.24	10	144	13	136	2.0e-03	35.7	COG2259	Uncharacterized membrane protein YphA, DoxX/SURF4 family	142
2710195022	540	28.14	9	500	17	510	1.0e-82	300	COG0661	Predicted unusual protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family	517
2710195023	876	24.06	471	859	82	459	9.0e-43	169	COG0769	UDP-N-acetylmuramyl tripeptide synthase	475
2710195024	264	35.09	2	264	21	284	3.0e-49	188	COG4242	Cyanophycinase and related exopeptidases	293
2710195026	103	46.53	1	101	4	103	2.0e-24	103	COG3695	Alkylated DNA nucleotide flippase Atl1, participates in nucleotide excision repair, Ada-like DNA-binding domain	103
2710195027	247	34.34	1	246	1	264	7.0e-53	200	COG0561	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	264
2710195030	712	53.72	72	712	138	782	0.0e+00	815	COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA	786
2710195033	683	57.57	14	515	1	493	0.0e+00	706	COG0753	Catalase	496
2710195036	431	23.76	6	422	39	439	1.0e-44	174	COG1524	Predicted pyrophosphatase or phosphodiesterase, AlkP superfamily	450
2710195037	424	44.06	1	419	9	437	1.0e-108	386	COG2270	MFS-type transporter involved in bile tolerance, Atg22 family	438
2710195038	211	48.08	1	208	1	202	2.0e-71	261	COG1182	FMN-dependent NADH-azoreductase	202
2710195041	173	36.53	1	166	1	167	2.0e-35	141	COG1528	Ferritin	167
2710195042	312	24.2	7	285	9	283	4.0e-07	49.1	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily	292
2710195047	242	27.06	1	234	2	254	1.0e-31	130	COG0861	Membrane protein TerC, possibly involved in tellurium resistance	254
2710195048	348	29.81	4	322	2	304	2.0e-47	183	COG0492	Thioredoxin reductase	305
2710195049	281	51.17	3	258	2	257	5.0e-93	334	COG1120	ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component	258
2710195050	308	26.85	2	308	1	315	2.0e-35	143	COG0614	ABC-type Fe3+-hydroxamate transport system, periplasmic component	319
2710195051	335	39.7	10	333	4	332	1.0e-51	197	COG0609	ABC-type Fe3+-siderophore transport system, permease component	334
2710195052	342	41.39	8	337	2	331	6.0e-56	211	COG0609	ABC-type Fe3+-siderophore transport system, permease component	334
2710195053	326	51.95	1	307	1	308	1.0e-66	247	COG0385	Predicted Na+-dependent transporter	319
2710195054	465	37.39	11	457	1	456	2.0e-87	316	COG0277	FAD/FMN-containing dehydrogenase	459
2710195055	364	28.72	41	325	28	317	3.0e-52	199	COG2008	Threonine aldolase	342
2710195056	320	18.43	77	319	62	299	2.0e-20	93.3	COG1073	Fermentation-respiration switch protein FrsA, has esterase activity, DUF1100 family	299
2710195057	462	25.77	1	441	25	497	3.0e-44	173	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	517
2710195060	156	23.13	15	142	17	147	6.0e-04	37.3	COG2318	Uncharacterized damage-inducible protein DinB (forms a four-helix bundle)	172
2710195061	581	48.53	5	579	8	584	0.0e+00	662	COG1001	Adenine deaminase	584
2710195062	504	31.33	5	461	4	528	5.0e-66	245	COG2268	Uncharacterized membrane protein YqiK, contains Band7/PHB/SPFH domain	548
2710195063	157	47.4	1	154	3	156	8.0e-44	169	COG1607	Acyl-CoA hydrolase	157
2710195064	453	27.89	1	453	4	456	2.0e-25	110	COG0471	Di- and tricarboxylate transporter	461
2710195065	504	24.06	1	497	1	416	4.0e-25	109	COG1053	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	562
2710195066	504	53.77	3	492	4	494	0.0e+00	513	COG3333	TctA family transporter	504
2710195068	325	34.67	5	323	2	317	3.0e-71	262	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2710195069	231	46.9	2	227	1	224	8.0e-62	230	COG4565	Response regulator of citrate/malate metabolism	224
2710195070	533	32.77	1	527	2	531	9.0e-101	361	COG3290	Sensor histidine kinase regulating citrate/malate metabolism	537
2710195071	334	20.6	3	302	12	282	4.0e-17	82.6	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	289
2710195072	294	15.62	70	287	86	309	2.0e-10	59.7	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	317
2710195073	656	21.12	48	409	39	376	2.0e-19	91.4	COG3391	DNA-binding beta-propeller fold protein YncE	381
2710195078	268	26.98	14	260	12	254	8.0e-33	134	COG2162	Arylamine N-acetyltransferase	275
2710195079	317	31.84	3	256	2	266	9.0e-47	180	COG1018	Ferredoxin-NADP reductase	266
2710195082	622	31.72	106	617	13	510	5.0e-70	259	COG1657	Squalene cyclase	517
2710195083	238	37.82	4	237	1	228	9.0e-56	210	COG5482	Uncharacterized protein	229
2710195084	496	42.07	23	490	1	451	0.0e+00	473	COG0493	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	457
2710195085	1532	57.93	710	1196	1	481	0.0e+00	677	COG0069	Glutamate synthase domain 2	485
2710195087	113	26.17	2	108	1	105	9.0e-11	59	COG0789	DNA-binding transcriptional regulator, MerR family	124
2710195088	346	31.29	12	300	13	298	1.0e-30	127	COG2603	tRNA 2-selenouridine synthase SelU, contains rhodanese domain	334
2710195089	516	32.8	10	433	18	418	5.0e-75	275	COG1649	Uncharacterized lipoprotein YddW, UPF0748 family	418
2710195091	307	28.47	8	141	2	137	9.0e-05	41.3	COG2510	Uncharacterized membrane protein	140
2710195092	443	47.06	2	437	1	440	0.0e+00	513	COG1486	Alpha-galactosidase/6-phospho-beta-glucosidase, family 4 of glycosyl hydrolase	442
2710195094	426	46.53	1	426	1	430	2.0e-111	396	COG1455	Phosphotransferase system cellobiose-specific component IIC	432
2710195095	101	31.68	1	101	2	101	4.0e-17	79.5	COG1440	Phosphotransferase system cellobiose-specific component IIB	102
2710195096	288	31.43	6	285	5	281	2.0e-56	212	COG1737	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains	281
2710195097	112	53.47	7	107	5	105	9.0e-22	95.2	COG1447	Phosphotransferase system cellobiose-specific component IIA	105
2710195098	365	47.5	3	360	2	357	6.0e-110	391	COG3589	Uncharacterized protein	360
2710195099	301	30.36	1	272	4	277	3.0e-35	142	COG2971	BadF-type ATPase, related to human N-acetylglucosamine kinase	301
2710195100	389	38.34	1	385	1	371	2.0e-83	302	COG2377	1,6-Anhydro-N-acetylmuramate kinase	371
2710195101	470	45.67	9	461	1	459	8.0e-108	384	COG0277	FAD/FMN-containing dehydrogenase	459
2710195102	439	31.37	20	439	5	386	2.0e-71	263	COG0247	Fe-S oxidoreductase	388
2710195104	305	31.56	1	301	1	300	2.0e-63	235	COG1893	Ketopantoate reductase	307
2710195108	83	41.1	9	81	3	75	5.0e-12	62.5	COG1918	Fe2+ transport system protein FeoA	75
2710195110	224	29.36	10	224	4	205	1.0e-35	143	COG0778	Nitroreductase	207
2710195111	415	23.33	96	414	7	335	2.0e-27	117	COG0642	Signal transduction histidine kinase	336
2710195112	189	36.36	4	68	1	66	1.0e-05	43.3	COG1476	DNA-binding transcriptional regulator, XRE-family HTH domain	68
2710195113	352	26.86	1	342	1	336	2.0e-75	276	COG4927	Predicted choloylglycine hydrolase	336
2710195115	194	67.01	1	194	1	194	4.0e-78	284	COG0740	ATP-dependent protease ClpP, protease subunit	200
2710195116	223	27.98	10	163	17	182	6.0e-16	77.8	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2710195117	224	44.3	4	224	3	229	1.0e-57	216	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2710195118	456	33.44	151	456	28	328	4.0e-47	182	COG0642	Signal transduction histidine kinase	336
2710195120	217	48.37	4	216	1	215	4.0e-69	254	COG1136	ABC-type lipoprotein export system, ATPase component	226
2710195123	288	23.76	6	271	7	277	5.0e-08	52.1	COG2962	Uncharacterized membrane protein RarD, contains two EamA domains	293
2710195124	510	27.95	28	508	35	448	8.0e-53	201	COG2132	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)	451
2710195125	234	40.61	6	234	1	218	5.0e-54	204	COG1556	L-lactate utilization protein LutC, contains LUD domain	218
2710195126	479	55.51	5	466	2	459	0.0e+00	637	COG1139	L-lactate utilization protein LutB, contains a ferredoxin-type domain	459
2710195128	594	35.4	2	559	1	522	1.0e-110	394	COG1620	L-lactate permease	522
2710195129	239	37.08	4	239	4	240	9.0e-46	177	COG2186	DNA-binding transcriptional regulator, FadR family	241
2710195130	285	41.88	128	285	1	157	1.0e-34	140	COG3708	Predicted transcriptional regulator YdeE, contains AraC-type DNA-binding domain	157
2710195131	144	22.3	4	143	2	149	2.0e-15	75.5	COG3832	Uncharacterized conserved protein YndB, AHSA1/START domain	149
2710195132	107	35.11	7	98	17	110	4.0e-07	46.3	COG0640	DNA-binding transcriptional regulator, ArsR family	110
2710195133	492	31.59	35	488	9	444	6.0e-81	295	COG1231	Monoamine oxidase	450
2710195135	70	59.38	1	64	2	65	9.0e-18	81.8	COG1476	DNA-binding transcriptional regulator, XRE-family HTH domain	68
2710195136	311	41.03	1	310	1	326	4.0e-75	274	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase	326
2710195137	472	48.62	4	472	1	469	0.0e+00	546	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2710195139	432	48.26	1	430	2	431	7.0e-107	381	COG1114	Branched-chain amino acid permeases	431
2710195141	164	15.97	8	151	3	137	6.0e-07	47.1	COG0346	Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme	138
