gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2710194616	516	198	211	ProSitePatterns	PS00816	IPR002034	Alpha-isopropylmalate/homocitrate synthase, conserved site	GO:0019752|GO:0046912
2710194616	516	368	501	SMART	SM00917	IPR013709	2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain	GO:0003852|GO:0009098
2710194616	516	400	499	SUPERFAMILY	SSF110921	IPR013709	2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain	GO:0003852|GO:0009098
2710194616	516	3	290	SUPERFAMILY	SSF51569			
2710194617	370	242	261	ProSitePatterns	PS00470	IPR019818	Isocitrate/isopropylmalate dehydrogenase, conserved site	GO:0000287|GO:0016616|GO:0051287|GO:0055114
2710194617	370	4	356	SUPERFAMILY	SSF53659			
2710194618	471	3	467	SUPERFAMILY	SSF53732	IPR001030	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha	GO:0008152
2710194618	471	339	355	ProSitePatterns	PS00450	IPR018136	Aconitase family, 4Fe-4S cluster binding site	
2710194618	471	399	412	ProSitePatterns	PS01244	IPR018136	Aconitase family, 4Fe-4S cluster binding site	
2710194619	201	4	192	SUPERFAMILY	SSF52016	IPR015928	Aconitase/3-isopropylmalate dehydratase, swivel	GO:0008152
2710194620	327	5	310	SUPERFAMILY	SSF53686	IPR001926	Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily	
2710194621	432	350	425	ProSiteProfiles	PS51671	IPR002912	ACT domain	GO:0008152|GO:0016597
2710194621	432	183	205	ProSitePatterns	PS01042	IPR019811	Homoserine dehydrogenase, conserved site	GO:0006520|GO:0055114
2710194621	432	1	158	SUPERFAMILY	SSF51735			
2710194621	432	137	302	SUPERFAMILY	SSF55347			
2710194621	432	347	420	SUPERFAMILY	SSF55021			
2710194622	353	51	64	ProSitePatterns	PS00165	IPR000634	Serine/threonine dehydratase, pyridoxal-phosphate-binding site	GO:0006520|GO:0030170
2710194622	353	7	351	SUPERFAMILY	SSF53686	IPR001926	Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily	
2710194623	311	91	102	ProSitePatterns	PS00627	IPR006203	GHMP kinase, ATP-binding, conserved site	GO:0005524
2710194623	311	8	149	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2710194623	311	165	284	SUPERFAMILY	SSF55060			
2710194624	101	5	51	SUPERFAMILY	SSF89447			
2710194624	101	56	90	SUPERFAMILY	SSF89447			
2710194625	438	79	200	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2710194625	438	88	130	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2710194625	438	90	156	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2710194625	438	278	429	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2710194625	438	323	431	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2710194625	438	217	280	SMART	SM00388	IPR003661	Signal transduction histidine kinase EnvZ-like, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165|GO:0016020
2710194625	438	224	431	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2710194625	438	211	278	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
2710194626	377	222	372	ProSiteProfiles	PS51194	IPR001650	Helicase, C-terminal	GO:0003676|GO:0004386|GO:0005524
2710194626	377	252	333	SMART	SM00490	IPR001650	Helicase, C-terminal	GO:0003676|GO:0004386|GO:0005524
2710194626	377	21	217	SMART	SM00487	IPR014001	Helicase, superfamily 1/2, ATP-binding domain	
2710194626	377	33	203	ProSiteProfiles	PS51192	IPR014001	Helicase, superfamily 1/2, ATP-binding domain	
2710194626	377	2	30	ProSiteProfiles	PS51195	IPR014014	RNA helicase, DEAD-box type, Q motif	
2710194626	377	71	352	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710194627	535	2	62	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2710194627	535	492	534	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2710194627	535	62	122	SUPERFAMILY	SSF51556			
2710194627	535	197	493	SUPERFAMILY	SSF51556			
2710194628	181	14	170	ProSiteProfiles	PS51186	IPR000182	GNAT domain	GO:0008080
2710194628	181	5	177	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
2710194630	749	53	324	ProSiteProfiles	PS51198	IPR014016	UvrD-like Helicase, ATP-binding domain	GO:0005524
2710194630	749	325	598	ProSiteProfiles	PS51217	IPR014017	DNA helicase, UvrD-like, C-terminal	GO:0005524|GO:0016787
2710194630	749	46	688	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710194632	207	1	204	SUPERFAMILY	SSF102198			
2710194633	425	6	411	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2710194634	459	5	109	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2710194634	459	7	57	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2710194634	459	9	75	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2710194634	459	74	126	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2710194634	459	151	380	ProSiteProfiles	PS50045	IPR002078	RNA polymerase sigma factor 54 interaction domain	GO:0005524|GO:0006355|GO:0008134
2710194634	459	171	315	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710194634	459	409	458	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2710194634	459	175	188	ProSitePatterns	PS00675	IPR025662	Sigma-54 interaction domain, ATP-binding site 1	
2710194634	459	238	253	ProSitePatterns	PS00676	IPR025943	Sigma-54 interaction domain, ATP-binding site 2	
2710194634	459	151	393	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710194636	440	244	281	ProSitePatterns	PS00600	IPR005814	Aminotransferase class-III	GO:0008483|GO:0030170
2710194636	440	25	430	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2710194637	283	5	81	ProSiteProfiles	PS51071	IPR000281	Helix-turn-helix protein RpiR	GO:0003700|GO:0006355
2710194637	283	125	265	ProSiteProfiles	PS51464	IPR001347	Sugar isomerase (SIS)	GO:0005975|GO:0030246
2710194637	283	7	81	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2710194637	283	95	280	SUPERFAMILY	SSF53697			
2710194639	507	130	142	ProSitePatterns	PS00933	IPR018483	Carbohydrate kinase, FGGY, conserved site	GO:0005975|GO:0016773
2710194639	507	362	382	ProSitePatterns	PS00445	IPR018483	Carbohydrate kinase, FGGY, conserved site	GO:0005975|GO:0016773
2710194639	507	4	247	SUPERFAMILY	SSF53067			
2710194639	507	248	496	SUPERFAMILY	SSF53067			
2710194640	239	1	238	SUPERFAMILY	SSF75625			
2710194641	437	144	337	ProSiteProfiles	PS50975	IPR011761	ATP-grasp fold	GO:0005524|GO:0046872
2710194641	437	129	334	SUPERFAMILY	SSF56059			
2710194649	217	2	203	SUPERFAMILY	SSF51735			
2710194650	285	2	62	ProSiteProfiles	PS50977	IPR001647	DNA-binding HTH domain, TetR-type	GO:0003677
2710194650	285	3	69	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2710194650	285	20	51	ProSitePatterns	PS01081	IPR023772	DNA-binding HTH domain, TetR-type, conserved site	
2710194651	1048	183	246	SUPERFAMILY	SSF82714	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains	
2710194651	1048	729	812	SUPERFAMILY	SSF82714	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains	
2710194651	1048	41	133	SUPERFAMILY	SSF82693			
2710194651	1048	134	180	SUPERFAMILY	SSF82693			
2710194651	1048	298	352	SUPERFAMILY	SSF82693			
2710194651	1048	320	521	SUPERFAMILY	SSF82866			
2710194651	1048	815	1034	SUPERFAMILY	SSF82866			
2710194652	341	1	71	SMART	SM00354	IPR000843	Transcription regulator HTH, LacI	GO:0003700|GO:0006355
2710194652	341	2	56	ProSiteProfiles	PS50932	IPR000843	Transcription regulator HTH, LacI	GO:0003700|GO:0006355
2710194652	341	1	59	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
2710194652	341	74	333	SUPERFAMILY	SSF53822	IPR028082	Periplasmic binding protein-like I	
2710194653	437	1	21	ProSiteProfiles	PS51257			
2710194653	437	34	428	SUPERFAMILY	SSF53850			
2710194654	299	65	284	ProSiteProfiles	PS50928	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0005215|GO:0006810|GO:0016020
2710194654	299	7	43	SUPERFAMILY	SSF160964			
2710194654	299	49	282	SUPERFAMILY	SSF161098			
2710194655	305	99	290	ProSiteProfiles	PS50928	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0005215|GO:0006810|GO:0016020
2710194655	305	33	304	SUPERFAMILY	SSF161098			
2710194656	455	2	443	SUPERFAMILY	SSF51445	IPR017853	Glycoside hydrolase, superfamily	
2710194656	455	7	21	ProSitePatterns	PS00653	IPR018120	Glycoside hydrolase, family 1, active site	GO:0004553|GO:0005975
2710194656	455	346	354	ProSitePatterns	PS00572	IPR018120	Glycoside hydrolase, family 1, active site	GO:0004553|GO:0005975
2710194657	442	44	380	SUPERFAMILY	SSF51445	IPR017853	Glycoside hydrolase, superfamily	
2710194659	630	402	485	SUPERFAMILY	SSF51735			
2710194662	595	61	594	SUPERFAMILY	SSF55486			
2710194666	349	217	339	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2710194666	349	248	342	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2710194666	349	147	342	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2710194667	210	142	207	ProSiteProfiles	PS50043	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2710194667	210	146	203	SMART	SM00421	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2710194667	210	163	190	ProSitePatterns	PS00622	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2710194667	210	2	115	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2710194667	210	3	119	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2710194667	210	1	133	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2710194667	210	137	208	SUPERFAMILY	SSF46894	IPR016032	Signal transduction response regulator, C-terminal effector	GO:0003677|GO:0006355
2710194671	309	32	173	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710194671	309	6	282	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710194672	452	246	410	SMART	SM00327	IPR002035	von Willebrand factor, type A	
2710194672	452	249	384	SUPERFAMILY	SSF53300			
2710194675	652	375	402	ProSiteProfiles	PS50035	IPR001736	Phospholipase D/Transphosphatidylase	GO:0003824|GO:0008152
2710194675	652	375	402	SMART	SM00155	IPR001736	Phospholipase D/Transphosphatidylase	GO:0003824|GO:0008152
2710194675	652	584	616	ProSiteProfiles	PS50035	IPR001736	Phospholipase D/Transphosphatidylase	GO:0003824|GO:0008152
2710194675	652	584	616	SMART	SM00155	IPR001736	Phospholipase D/Transphosphatidylase	GO:0003824|GO:0008152
2710194675	652	35	138	SUPERFAMILY	SSF74853			
2710194675	652	229	303	SUPERFAMILY	SSF56024			
2710194675	652	376	446	SUPERFAMILY	SSF56024			
2710194675	652	478	646	SUPERFAMILY	SSF56024			
2710194680	482	247	254	ProSitePatterns	PS00687	IPR016160	Aldehyde dehydrogenase, conserved site	GO:0008152|GO:0016491|GO:0055114
2710194680	482	3	475	SUPERFAMILY	SSF53720	IPR016161	Aldehyde/histidinol dehydrogenase	GO:0008152|GO:0016491|GO:0055114
2710194681	340	6	144	SUPERFAMILY	SSF50129	IPR011032	GroES (chaperonin 10)-like	
2710194681	340	22	333	SMART	SM00829	IPR020843	Polyketide synthase, enoylreductase	GO:0016491|GO:0016747
2710194681	340	125	299	SUPERFAMILY	SSF51735			
2710194682	303	11	293	SUPERFAMILY	SSF56112	IPR011009	Protein kinase-like domain	GO:0016772
2710194683	166	2	162	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2710194683	166	3	163	ProSiteProfiles	PS51352	IPR012336	Thioredoxin-like fold	
2710194684	147	1	147	ProSiteProfiles	PS51186	IPR000182	GNAT domain	GO:0008080
2710194684	147	1	144	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
2710194685	240	4	214	SUPERFAMILY	SSF100950			
2710194686	185	4	181	SUPERFAMILY	SSF53056	IPR001765	Carbonic anhydrase	GO:0004089|GO:0008270
2710194686	185	26	182	SMART	SM00947	IPR001765	Carbonic anhydrase	GO:0004089|GO:0008270
2710194688	216	1	89	ProSiteProfiles	PS51337	IPR003759	Cobalamin (vitamin B12)-binding module, cap domain	GO:0008705|GO:0009086|GO:0031419|GO:0046872
2710194688	216	85	196	SUPERFAMILY	SSF52242	IPR006158	Cobalamin (vitamin B12)-binding domain	GO:0031419|GO:0046872
2710194688	216	87	216	ProSiteProfiles	PS51332	IPR006158	Cobalamin (vitamin B12)-binding domain	GO:0031419|GO:0046872
2710194689	165	28	133	SUPERFAMILY	SSF55620			
2710194694	624	4	259	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2710194694	624	335	547	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2710194694	624	28	236	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710194694	624	359	524	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710194694	624	163	177	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2710194694	624	451	465	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2710194694	624	9	243	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710194694	624	323	536	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710194695	320	1	187	SUPERFAMILY	SSF51905			
2710194695	320	273	317	SUPERFAMILY	SSF51905			
2710194696	172	4	172	ProSiteProfiles	PS51186	IPR000182	GNAT domain	GO:0008080
2710194696	172	1	155	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
2710194697	359	4	359	SUPERFAMILY	SSF56512	IPR004030	Nitric oxide synthase, oxygenase domain	GO:0004517|GO:0006809|GO:0055114
2710194697	359	63	70	ProSitePatterns	PS60001	IPR004030	Nitric oxide synthase, oxygenase domain	GO:0004517|GO:0006809|GO:0055114
2710194699	212	68	210	SUPERFAMILY	SSF63817	IPR023365	Sortase domain	
2710194702	187	112	180	SUPERFAMILY	SSF88659	IPR013324	RNA polymerase sigma factor, region 3/4	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2710194702	187	2	106	SUPERFAMILY	SSF88946	IPR013325	RNA polymerase sigma factor, region 2	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2710194703	334	6	141	SUPERFAMILY	SSF53067			
2710194703	334	145	328	SUPERFAMILY	SSF53067			
2710194704	552	191	247	ProSiteProfiles	PS50885	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
2710194704	552	191	247	SMART	SM00304	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
2710194704	552	266	516	ProSiteProfiles	PS50111	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0004871|GO:0007165|GO:0016020
2710194704	552	276	551	SMART	SM00283	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0004871|GO:0007165|GO:0016020
2710194704	552	221	249	SUPERFAMILY	SSF58104			
2710194704	552	282	550	SUPERFAMILY	SSF58104			
2710194705	325	34	237	SUPERFAMILY	SSF53822	IPR028082	Periplasmic binding protein-like I	
2710194706	161	1	148	SUPERFAMILY	SSF54637			
2710194708	608	3	461	ProSiteProfiles	PS50283	IPR001734	Sodium/solute symporter	GO:0005215|GO:0006810|GO:0016020|GO:0055085
2710194710	429	62	79	ProSitePatterns	PS00216	IPR005829	Sugar transporter, conserved site	GO:0005215|GO:0006810|GO:0016020|GO:0055085
2710194710	429	5	421	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
2710194710	429	1	418	ProSiteProfiles	PS50850	IPR020846	Major facilitator superfamily domain	
2710194712	410	4	409	SUPERFAMILY	SSF144052			
2710194714	152	2	133	ProSiteProfiles	PS51197	IPR000944	Transcription regulator Rrf2-like	
2710194714	152	2	134	SUPERFAMILY	SSF46785			
2710194715	402	1	134	ProSiteProfiles	PS01033	IPR000971	Globin	GO:0005506|GO:0020037
2710194715	402	2	143	SUPERFAMILY	SSF46458	IPR009050	Globin-like	
2710194715	402	152	261	ProSiteProfiles	PS51384	IPR017927	Ferredoxin reductase-type FAD-binding domain	GO:0016491|GO:0055114
2710194715	402	152	260	SUPERFAMILY	SSF63380	IPR017938	Riboflavin synthase-like beta-barrel	GO:0016491|GO:0055114
2710194715	402	248	384	SUPERFAMILY	SSF52343			
2710194719	493	219	467	ProSiteProfiles	PS50111	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0004871|GO:0007165|GO:0016020
2710194719	493	220	474	SMART	SM00283	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0004871|GO:0007165|GO:0016020
2710194719	493	201	491	SUPERFAMILY	SSF58104			
2710194720	263	186	203	ProSitePatterns	PS01307	IPR000540	Flagellar motor protein MotA, conserved site	GO:0001539|GO:0003774|GO:0006935|GO:0016020
2710194721	263	138	259	SUPERFAMILY	SSF103088	IPR006665	Outer membrane protein, OmpA/MotB, C-terminal	
2710194721	263	139	261	ProSiteProfiles	PS51123	IPR006665	Outer membrane protein, OmpA/MotB, C-terminal	
2710194722	463	93	108	ProSitePatterns	PS00873	IPR001463	Sodium:alanine symporter	GO:0006814|GO:0015655|GO:0016020|GO:0032328
2710194723	364	93	117	ProSitePatterns	PS00583	IPR002173	Carbohydrate/puine kinase, PfkB, conserved site	GO:0016773
2710194723	364	304	317	ProSitePatterns	PS00584	IPR002173	Carbohydrate/puine kinase, PfkB, conserved site	GO:0016773
2710194723	364	4	56	SUPERFAMILY	SSF46785			
2710194723	364	60	355	SUPERFAMILY	SSF53613			
2710194724	311	4	302	SUPERFAMILY	SSF110581			
2710194725	810	99	163	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2710194725	810	112	219	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2710194725	810	208	304	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2710194725	810	335	457	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2710194725	810	345	415	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2710194725	810	347	413	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2710194725	810	455	580	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2710194725	810	469	524	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2710194725	810	471	537	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2710194725	810	542	594	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2710194725	810	169	212	SMART	SM00086	IPR001610	PAC motif	
2710194725	810	418	459	SMART	SM00086	IPR001610	PAC motif	
2710194725	810	543	585	SMART	SM00086	IPR001610	PAC motif	
2710194725	810	652	806	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2710194725	810	702	808	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2710194725	810	600	662	SMART	SM00388	IPR003661	Signal transduction histidine kinase EnvZ-like, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165|GO:0016020
2710194725	810	607	808	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2710194725	810	587	659	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
2710194726	438	3	175	SUPERFAMILY	SSF51905			
2710194726	438	267	374	SUPERFAMILY	SSF51905			
2710194727	332	149	317	SUPERFAMILY	SSF53335			
2710194728	438	95	261	SUPERFAMILY	SSF51905			
2710194728	438	293	403	SUPERFAMILY	SSF51905			
2710194729	171	2	170	ProSiteProfiles	PS51276	IPR006286	Peptidase C56, PfpI	GO:0016798
2710194729	171	1	169	SUPERFAMILY	SSF52317			
2710194733	579	443	574	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2710194733	579	470	578	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2710194733	579	455	578	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2710194734	237	1	112	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2710194734	237	2	116	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2710194734	237	132	237	ProSiteProfiles	PS50930	IPR007492	LytTR DNA-binding domain	GO:0003677
2710194734	237	138	236	SMART	SM00850	IPR007492	LytTR DNA-binding domain	GO:0003677
2710194734	237	1	161	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2710194740	407	3	392	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
